80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0027 S:0133 D:0E68 DB:86 nvMXdizC V:248 H:198 F:18
								849176 29 F0 00    AND #$00F0             A:01B1 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:181 F:18
								849179 0A          ASL A                  A:00B0 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:186 F:18
								84917A 85 04       STA $04       [000004] A:0160 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:189 F:18
								84917C A5 00       LDA $00       [000000] A:0160 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:196 F:18
								84917E 29 FF 00    AND #$00FF             A:1E86 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:203 F:18
								849181 4A          LSR A                  A:0086 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:207 F:18
								849182 4A          LSR A                  A:0043 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:210 F:18
								849183 4A          LSR A                  A:0021 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:255 H:213 F:18
								849184 29 FE FF    AND #$FFFE             A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:255 H:216 F:18
								849187 18          CLC                    A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:255 H:221 F:18
								849188 65 04       ADC $04       [000004] A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:224 F:18
								84918A 85 06       STA $06       [000006] A:0170 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:231 F:18
								84918C A5 00       LDA $00       [000000] A:0170 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:238 F:18
								84918E EB          XBA                    A:1E86 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:245 F:18
								84918F 29 1F 00    AND #$001F             A:861E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:249 F:18
								849192 85 04       STA $04       [000004] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:254 F:18
								849194 A5 02       LDA $02       [000002] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:261 F:18
								849196 29 00 1F    AND #$1F00             A:01B1 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:268 F:18
								849199 4A          LSR A                  A:0100 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:272 F:18
								84919A 4A          LSR A                  A:0080 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:275 F:18
								84919B 4A          LSR A                  A:0040 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:278 F:18
								84919C 18          CLC                    A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:281 F:18
								84919D 65 04       ADC $04       [000004] A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:284 F:18
								84919F A8          TAY                    A:003E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:255 H:291 F:18
								8491A0 B7 10       LDA [$10],Y   [7EE83E] A:003E X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:255 H:294 F:18
								8491A2 29 FF 00    AND #$00FF             A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:255 H:307 F:18
								8491A5 A8          TAY                    A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:255 H:312 F:18
								8491A6 EB          XBA                    A:0005 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:255 H:315 F:18
								8491A7 0A          ASL A                  A:0500 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdiZc V:255 H:319 F:18
								8491A8 18          CLC                    A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:255 H:322 F:18
								8491A9 65 06       ADC $06       [000006] A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:255 H:325 F:18
								8491AB AA          TAX                    A:0B70 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:255 H:331 F:18
								8491AC 60          RTS                    A:0B70 X:0B70 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:255 H:334 F:18

							8490F9 BF 00 20 7E LDA $7E2000,X [7E2B70] A:0B70 X:0B70 Y:0005 S:011B D:0000 DB:86 nvmxdizc V:256 H:  4 F:18
							8490FD A8          TAY                    A:00C9 X:0B70 Y:0005 S:011B D:0000 DB:86 nvmxdizc V:256 H: 14 F:18
							8490FE AD 92 0B    LDA $0B92     [860B92] A:00C9 X:0B70 Y:00C9 S:011B D:0000 DB:86 nvmxdizc V:256 H: 17 F:18
							849101 85 10       STA $10       [000010] A:EDC3 X:0B70 Y:00C9 S:011B D:0000 DB:86 Nvmxdizc V:256 H: 26 F:18
							849103 AD 94 0B    LDA $0B94     [860B94] A:EDC3 X:0B70 Y:00C9 S:011B D:0000 DB:86 Nvmxdizc V:256 H: 33 F:18
							849106 85 12       STA $12       [000012] A:E095 X:0B70 Y:00C9 S:011B D:0000 DB:86 Nvmxdizc V:256 H: 41 F:18
							849108 B7 10       LDA [$10],Y   [95EE8C] A:E095 X:0B70 Y:00C9 S:011B D:0000 DB:86 Nvmxdizc V:256 H: 48 F:18
							84910A 29 FF 00    AND #$00FF             A:0000 X:0B70 Y:00C9 S:011B D:0000 DB:86 nvmxdiZc V:256 H: 60 F:18
							84910D 28          PLP                    A:0000 X:0B70 Y:00C9 S:011B D:0000 DB:86 nvmxdiZc V:256 H: 65 F:18
							84910E FA          PLX                    A:0000 X:0B70 Y:00C9 S:011C D:0000 DB:86 nvMxdizC V:256 H: 71 F:18
							84910F 2B          PLD                    A:0000 X:0E68 Y:00C9 S:011E D:0000 DB:86 nvMxdizC V:256 H: 80 F:18
							849110 60          RTS                    A:0000 X:0E68 Y:00C9 S:0120 D:0000 DB:86 nvMxdiZC V:256 H: 88 F:18

						849318 B4 05       LDY $05,X     [000E6D] A:0000 X:0E68 Y:00C9 S:0122 D:0000 DB:86 nvMxdiZC V:256 H: 98 F:18
						84931A 84 10       STY $10       [000010] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizC V:256 H:107 F:18
						84931C B4 08       LDY $08,X     [000E70] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizC V:256 H:114 F:18
						84931E 84 12       STY $12       [000012] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizC V:256 H:122 F:18
						849320 95 2D       STA $2D,X     [000E95] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizC V:256 H:129 F:18
						849322 86 2C       STX $2C       [00002C] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizC V:256 H:146 F:18
						849324 29 3F       AND #$3F               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizC V:256 H:153 F:18
						849326 0A          ASL A                  A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZC V:256 H:156 F:18
						849327 EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:159 F:18
						849328 A9 00       LDA #$00               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:163 F:18
						84932A EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:166 F:18
						84932B AA          TAX                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:171 F:18
						84932C FC 5D 93    JSR ($935D,X) [84935D] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:174 F:18

							84977A A9 00       LDA #$00               A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:256 H:187 F:18
							84977C 60          RTS                    A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:256 H:190 F:18

						84932F 08          PHP                    A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:200 F:18
						849330 A6 2C       LDX $2C       [00002C] A:0000 X:0000 Y:01A3 S:0121 D:0000 DB:86 nvMxdiZc V:256 H:205 F:18
						849332 A9 01       LDA #$01               A:0000 X:0E68 Y:01A3 S:0121 D:0000 DB:86 nvMxdizc V:256 H:212 F:18
						849334 34 29       BIT $29,X     [000E91] A:0001 X:0E68 Y:01A3 S:0121 D:0000 DB:86 nvMxdizc V:256 H:215 F:18
						849336 10 02       BPL $0002     [84933A] A:0001 X:0E68 Y:01A3 S:0121 D:0000 DB:86 nvMxdiZc V:256 H:221 F:18
						84933A 28          PLP                    A:0001 X:0E68 Y:01A3 S:0121 D:0000 DB:86 nvMxdiZc V:256 H:226 F:18
						84933B F0 0C       BEQ $000C     [849349] A:0001 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:232 F:18
						849349 49 FF       EOR #$FF               A:0001 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:237 F:18
						84934B 35 2B       AND $2B,X     [000E93] A:00FE X:0E68 Y:01A3 S:0122 D:0000 DB:86 NvMxdizc V:256 H:240 F:18
						84934D 95 2B       STA $2B,X     [000E93] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:246 F:18
						84934F 20 08 93    JSR $9308     [849308] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:253 F:18

							849308 A5 14       LDA $14       [000014] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:256 H:263 F:18
							84930A F0 08       BEQ $0008     [849314] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:256 H:268 F:18
							849314 60          RTS                    A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:256 H:272 F:18

						849352 A9 00       LDA #$00               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:282 F:18
						849354 60          RTS                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:256 H:285 F:18

					849305 C2 30       REP #$30               A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvMxdiZc V:256 H:295 F:18
					849307 60          RTS                    A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvmxdiZc V:256 H:300 F:18

				8491D8 20 ED 91    JSR $91ED     [8491ED] A:0000 X:0E68 Y:01A3 S:0126 D:0000 DB:86 nvmxdiZc V:256 H:310 F:18

					8491ED B5 08       LDA $08,X     [000E70] A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvmxdiZc V:256 H:320 F:18
					8491EF D5 24       CMP $24,X     [000E8C] A:01A3 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvmxdizc V:256 H:327 F:18
					8491F1 F0 F2       BEQ $00F2     [8491E5] A:01A3 X:0E68 Y:01A3 S:0124 D:0000 DB:86 Nvmxdizc V:256 H:336 F:18
					8491F3 10 4D       BPL $004D     [849242] A:01A3 X:0E68 Y:01A3 S:0124 D:0000 DB:86 Nvmxdizc V:256 H:339 F:18
					8491F5 E2 20       SEP #$20               A:01A3 X:0E68 Y:01A3 S:0124 D:0000 DB:86 Nvmxdizc V:257 H:  2 F:18
					8491F7 B4 20       LDY $20,X     [000E88] A:01A3 X:0E68 Y:01A3 S:0124 D:0000 DB:86 NvMxdizc V:257 H:  6 F:18
					8491F9 B9 06 00    LDA $0006,Y   [86C433] A:01A3 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:257 H: 15 F:18
					8491FC 38          SEC                    A:0102 X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdizc V:257 H: 22 F:18
					8491FD F9 08 00    SBC $0008,Y   [86C435] A:0102 X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdizC V:257 H: 25 F:18
					849200 95 2A       STA $2A,X     [000E92] A:01F1 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:257 H: 33 F:18
					849202 B9 05 00    LDA $0005,Y   [86C432] A:01F1 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:257 H: 39 F:18
					849205 34 11       BIT $11,X     [000E79] A:0100 X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdiZc V:257 H: 47 F:18
					849207 50 03       BVC $0003     [84920C] A:0100 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:257 H: 53 F:18
					849209 49 FF       EOR #$FF               A:0100 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:257 H: 56 F:18
					84920B 1A          INC                    A:01FF X:0E68 Y:C42D S:0124 D:0000 DB:86 NVMxdizc V:257 H: 59 F:18
					84920C 95 29       STA $29,X     [000E91] A:0100 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:257 H: 62 F:18
					84920E 20 73 94    JSR $9473     [849473] A:0100 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:257 H: 69 F:18

						849473 A9 F7       LDA #$F7               A:0100 X:0E68 Y:C42D S:0122 D:0000 DB:86 nVMxdiZc V:257 H: 79 F:18
						849475 35 2B       AND $2B,X     [000E93] A:01F7 X:0E68 Y:C42D S:0122 D:0000 DB:86 NVMxdizc V:257 H: 82 F:18
						849477 95 2B       STA $2B,X     [000E93] A:0100 X:0E68 Y:C42D S:0122 D:0000 DB:86 nVMxdiZc V:257 H: 88 F:18
						849479 20 B3 90    JSR $90B3     [8490B3] A:0100 X:0E68 Y:C42D S:0122 D:0000 DB:86 nVMxdiZc V:257 H: 95 F:18

							8490B3 0B          PHD                    A:0100 X:0E68 Y:C42D S:0120 D:0000 DB:86 nVMxdiZc V:257 H:105 F:18
							8490B4 DA          PHX                    A:0100 X:0E68 Y:C42D S:011E D:0000 DB:86 nVMxdiZc V:257 H:112 F:18
							8490B5 08          PHP                    A:0100 X:0E68 Y:C42D S:011C D:0000 DB:86 nVMxdiZc V:257 H:119 F:18
							8490B6 E2 20       SEP #$20               A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:124 F:18
							8490B8 C2 10       REP #$10               A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:128 F:18
							8490BA 64 01       STZ $01       [000001] A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:133 F:18
							8490BC B5 29       LDA $29,X     [000E91] A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:148 F:18
							8490BE 10 02       BPL $0002     [8490C2] A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:154 F:18
							8490C2 18          CLC                    A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:159 F:18
							8490C3 75 05       ADC $05,X     [000E6D] A:0100 X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdiZc V:257 H:162 F:18
							8490C5 85 00       STA $00       [000000] A:0178 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:168 F:18
							8490C7 B5 06       LDA $06,X     [000E6E] A:0178 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:173 F:18
							8490C9 65 01       ADC $01       [000001] A:011E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:180 F:18
							8490CB 85 01       STA $01       [000001] A:011E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:185 F:18
							8490CD 64 03       STZ $03       [000003] A:011E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:190 F:18
							8490CF B5 2A       LDA $2A,X     [000E92] A:011E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:257 H:195 F:18
							8490D1 10 02       BPL $0002     [8490D5] A:01F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:257 H:201 F:18
							8490D3 C6 03       DEC $03       [000003] A:01F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:257 H:204 F:18
							8490D5 18          CLC                    A:01F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:257 H:213 F:18
							8490D6 75 08       ADC $08,X     [000E70] A:01F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:257 H:216 F:18
							8490D8 85 02       STA $02       [000002] A:0194 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:257 H:222 F:18
							8490DA 29 F0       AND #$F0               A:0194 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:257 H:227 F:18
							8490DC 85 0A       STA $0A       [00000A] A:0190 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:257 H:230 F:18
							8490DE B5 09       LDA $09,X     [000E71] A:0190 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:257 H:235 F:18
							8490E0 65 03       ADC $03       [000003] A:0101 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:242 F:18
							8490E2 85 03       STA $03       [000003] A:0101 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:247 F:18
							8490E4 85 0B       STA $0B       [00000B] A:0101 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:252 F:18
							8490E6 A5 00       LDA $00       [000000] A:0101 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:257 F:18
							8490E8 29 0F       AND #$0F               A:0178 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:262 F:18
							8490EA 1A          INC                    A:0108 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:265 F:18
							8490EB 85 0C       STA $0C       [00000C] A:0109 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:268 F:18
							8490ED A5 02       LDA $02       [000002] A:0109 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:273 F:18
							8490EF 29 0F       AND #$0F               A:0194 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:257 H:278 F:18
							8490F1 1A          INC                    A:0104 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:281 F:18
							8490F2 85 0E       STA $0E       [00000E] A:0105 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:284 F:18
							8490F4 C2 20       REP #$20               A:0105 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:257 H:289 F:18
							8490F6 20 6A 91    JSR $916A     [84916A] A:0105 X:0E68 Y:C42D S:011B D:0000 DB:86 nvmxdizC V:257 H:293 F:18

								84916A A9 00 E8    LDA #$E800             A:0105 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:257 H:303 F:18
								84916D 85 10       STA $10       [000010] A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:257 H:308 F:18
								84916F A9 7E 00    LDA #$007E             A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:257 H:315 F:18
								849172 85 12       STA $12       [000012] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:257 H:319 F:18
								849174 A5 02       LDA $02       [000002] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:257 H:326 F:18
								849176 29 F0 00    AND #$00F0             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:257 H:332 F:18
								849179 0A          ASL A                  A:0090 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:257 H:337 F:18
								84917A 85 04       STA $04       [000004] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H:  0 F:18
								84917C A5 00       LDA $00       [000000] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H:  7 F:18
								84917E 29 FF 00    AND #$00FF             A:1E78 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 14 F:18
								849181 4A          LSR A                  A:0078 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 18 F:18
								849182 4A          LSR A                  A:003C X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 21 F:18
								849183 4A          LSR A                  A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 24 F:18
								849184 29 FE FF    AND #$FFFE             A:000F X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 27 F:18
								849187 18          CLC                    A:000E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 32 F:18
								849188 65 04       ADC $04       [000004] A:000E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 35 F:18
								84918A 85 06       STA $06       [000006] A:012E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 42 F:18
								84918C A5 00       LDA $00       [000000] A:012E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 49 F:18
								84918E EB          XBA                    A:1E78 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 56 F:18
								84918F 29 1F 00    AND #$001F             A:781E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 60 F:18
								849192 85 04       STA $04       [000004] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 65 F:18
								849194 A5 02       LDA $02       [000002] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 72 F:18
								849196 29 00 1F    AND #$1F00             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 79 F:18
								849199 4A          LSR A                  A:0100 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 83 F:18
								84919A 4A          LSR A                  A:0080 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 86 F:18
								84919B 4A          LSR A                  A:0040 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 89 F:18
								84919C 18          CLC                    A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 92 F:18
								84919D 65 04       ADC $04       [000004] A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H: 95 F:18
								84919F A8          TAY                    A:003E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:258 H:102 F:18
								8491A0 B7 10       LDA [$10],Y   [7EE83E] A:003E X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:258 H:105 F:18
								8491A2 29 FF 00    AND #$00FF             A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:258 H:118 F:18
								8491A5 A8          TAY                    A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:258 H:123 F:18
								8491A6 EB          XBA                    A:0005 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:258 H:126 F:18
								8491A7 0A          ASL A                  A:0500 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdiZc V:258 H:130 F:18
								8491A8 18          CLC                    A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:258 H:143 F:18
								8491A9 65 06       ADC $06       [000006] A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:258 H:146 F:18
								8491AB AA          TAX                    A:0B2E X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:258 H:153 F:18
								8491AC 60          RTS                    A:0B2E X:0B2E Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:258 H:156 F:18

							8490F9 BF 00 20 7E LDA $7E2000,X [7E2B2E] A:0B2E X:0B2E Y:0005 S:011B D:0000 DB:86 nvmxdizc V:258 H:166 F:18
							8490FD A8          TAY                    A:02CF X:0B2E Y:0005 S:011B D:0000 DB:86 nvmxdizc V:258 H:176 F:18
							8490FE AD 92 0B    LDA $0B92     [860B92] A:02CF X:0B2E Y:02CF S:011B D:0000 DB:86 nvmxdizc V:258 H:179 F:18
							849101 85 10       STA $10       [000010] A:EDC3 X:0B2E Y:02CF S:011B D:0000 DB:86 Nvmxdizc V:258 H:188 F:18
							849103 AD 94 0B    LDA $0B94     [860B94] A:EDC3 X:0B2E Y:02CF S:011B D:0000 DB:86 Nvmxdizc V:258 H:195 F:18
							849106 85 12       STA $12       [000012] A:E095 X:0B2E Y:02CF S:011B D:0000 DB:86 Nvmxdizc V:258 H:203 F:18
							849108 B7 10       LDA [$10],Y   [95F092] A:E095 X:0B2E Y:02CF S:011B D:0000 DB:86 Nvmxdizc V:258 H:210 F:18
							84910A 29 FF 00    AND #$00FF             A:0000 X:0B2E Y:02CF S:011B D:0000 DB:86 nvmxdiZc V:258 H:222 F:18
							84910D 28          PLP                    A:0000 X:0B2E Y:02CF S:011B D:0000 DB:86 nvmxdiZc V:258 H:227 F:18
							84910E FA          PLX                    A:0000 X:0B2E Y:02CF S:011C D:0000 DB:86 nVMxdiZc V:258 H:233 F:18
							84910F 2B          PLD                    A:0000 X:0E68 Y:02CF S:011E D:0000 DB:86 nVMxdizc V:258 H:242 F:18
							849110 60          RTS                    A:0000 X:0E68 Y:02CF S:0120 D:0000 DB:86 nVMxdiZc V:258 H:250 F:18

						84947C B4 05       LDY $05,X     [000E6D] A:0000 X:0E68 Y:02CF S:0122 D:0000 DB:86 nVMxdiZc V:258 H:260 F:18
						84947E 84 10       STY $10       [000010] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nVMxdizc V:258 H:269 F:18
						849480 B4 08       LDY $08,X     [000E70] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nVMxdizc V:258 H:276 F:18
						849482 84 12       STY $12       [000012] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdizc V:258 H:284 F:18
						849484 95 2E       STA $2E,X     [000E96] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdizc V:258 H:291 F:18
						849486 86 2C       STX $2C       [00002C] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdizc V:258 H:298 F:18
						849488 29 3F       AND #$3F               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdizc V:258 H:305 F:18
						84948A 0A          ASL A                  A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:308 F:18
						84948B EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:311 F:18
						84948C A9 00       LDA #$00               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:315 F:18
						84948E EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:318 F:18
						84948F AA          TAX                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:323 F:18
