80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:00AA S:0133 D:0E68 DB:86 nvMXdizC V:258 H: 63 F:17
								84919B 4A          LSR A                  A:00C0 X:0E68 Y:CFD1 S:0118 D:0000 DB:86 nvmxdizc V: 10 H:339 F:18
								84919C 18          CLC                    A:0060 X:0E68 Y:CFD1 S:0118 D:0000 DB:86 nvmxdizc V: 11 H:  2 F:18
								84919D 65 04       ADC $04       [000004] A:0060 X:0E68 Y:CFD1 S:0118 D:0000 DB:86 nvmxdizc V: 11 H:  5 F:18
								84919F A8          TAY                    A:007D X:0E68 Y:CFD1 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 12 F:18
								8491A0 B7 10       LDA [$10],Y   [7EE87D] A:007D X:0E68 Y:007D S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 15 F:18
								8491A2 29 FF 00    AND #$00FF             A:0024 X:0E68 Y:007D S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 28 F:18
								8491A5 A8          TAY                    A:0024 X:0E68 Y:007D S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 32 F:18
								8491A6 EB          XBA                    A:0024 X:0E68 Y:0024 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 35 F:18
								8491A7 0A          ASL A                  A:2400 X:0E68 Y:0024 S:0118 D:0000 DB:86 nvmxdiZc V: 11 H: 40 F:18
								8491A8 18          CLC                    A:4800 X:0E68 Y:0024 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 43 F:18
								8491A9 65 06       ADC $06       [000006] A:4800 X:0E68 Y:0024 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 46 F:18
								8491AB AA          TAX                    A:494E X:0E68 Y:0024 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 53 F:18
								8491AC 60          RTS                    A:494E X:494E Y:0024 S:0118 D:0000 DB:86 nvmxdizc V: 11 H: 56 F:18

							8490F9 BF 00 20 7E LDA $7E2000,X [7E694E] A:494E X:494E Y:0024 S:011A D:0000 DB:86 nvmxdizc V: 11 H: 66 F:18
							8490FD A8          TAY                    A:01BD X:494E Y:0024 S:011A D:0000 DB:86 nvmxdizc V: 11 H: 76 F:18
							8490FE AD 92 0B    LDA $0B92     [860B92] A:01BD X:494E Y:01BD S:011A D:0000 DB:86 nvmxdizc V: 11 H: 79 F:18
							849101 85 10       STA $10       [000010] A:EB15 X:494E Y:01BD S:011A D:0000 DB:86 Nvmxdizc V: 11 H: 87 F:18
							849103 AD 94 0B    LDA $0B94     [860B94] A:EB15 X:494E Y:01BD S:011A D:0000 DB:86 Nvmxdizc V: 11 H: 94 F:18
							849106 85 12       STA $12       [000012] A:F895 X:494E Y:01BD S:011A D:0000 DB:86 Nvmxdizc V: 11 H:103 F:18
							849108 B7 10       LDA [$10],Y   [95ECD2] A:F895 X:494E Y:01BD S:011A D:0000 DB:86 Nvmxdizc V: 11 H:110 F:18
							84910A 29 FF 00    AND #$00FF             A:0000 X:494E Y:01BD S:011A D:0000 DB:86 nvmxdiZc V: 11 H:122 F:18
							84910D 28          PLP                    A:0000 X:494E Y:01BD S:011A D:0000 DB:86 nvmxdiZc V: 11 H:126 F:18
							84910E FA          PLX                    A:0000 X:494E Y:01BD S:011B D:0000 DB:86 nvMxdizc V: 11 H:133 F:18
							84910F 2B          PLD                    A:0000 X:0E68 Y:01BD S:011D D:0000 DB:86 nvMxdizc V: 11 H:151 F:18
							849110 60          RTS                    A:0000 X:0E68 Y:01BD S:011F D:0000 DB:86 nvMxdiZc V: 11 H:160 F:18

						8495D3 95 2E       STA $2E,X     [000E96] A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:170 F:18
						8495D5 85 18       STA $18       [000018] A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:176 F:18
						8495D7 29 3F       AND #$3F               A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:181 F:18
						8495D9 0A          ASL A                  A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:184 F:18
						8495DA EB          XBA                    A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:187 F:18
						8495DB A9 00       LDA #$00               A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:192 F:18
						8495DD EB          XBA                    A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:195 F:18
						8495DE A8          TAY                    A:0000 X:0E68 Y:01BD S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:199 F:18
						8495DF 84 28       STY $28       [000028] A:0000 X:0E68 Y:0000 S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:202 F:18
						8495E1 86 2C       STX $2C       [00002C] A:0000 X:0E68 Y:0000 S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:209 F:18
						8495E3 68          PLA                    A:0000 X:0E68 Y:0000 S:0121 D:0000 DB:86 nvMxdiZc V: 11 H:216 F:18
						8495E4 95 2A       STA $2A,X     [000E92] A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:223 F:18
						8495E6 A6 2C       LDX $2C       [00002C] A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:229 F:18
						8495E8 A9 FB       LDA #$FB               A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:236 F:18
						8495EA 35 2B       AND $2B,X     [000E93] A:00FB X:0E68 Y:0000 S:0122 D:0000 DB:86 NvMxdizc V: 11 H:239 F:18
						8495EC 95 2B       STA $2B,X     [000E93] A:0000 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdiZc V: 11 H:246 F:18
						8495EE 64 01       STZ $01       [000001] A:0000 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdiZc V: 11 H:252 F:18
						8495F0 B5 2A       LDA $2A,X     [000E92] A:0000 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdiZc V: 11 H:257 F:18
						8495F2 85 02       STA $02       [000002] A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:264 F:18
						8495F4 64 03       STZ $03       [000003] A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:269 F:18
						8495F6 B4 05       LDY $05,X     [000E6D] A:0003 X:0E68 Y:0000 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:274 F:18
						8495F8 84 10       STY $10       [000010] A:0003 X:0E68 Y:1D7E S:0122 D:0000 DB:86 nvMxdizc V: 11 H:282 F:18
						8495FA B4 08       LDY $08,X     [000E70] A:0003 X:0E68 Y:1D7E S:0122 D:0000 DB:86 nvMxdizc V: 11 H:289 F:18
						8495FC 84 12       STY $12       [000012] A:0003 X:0E68 Y:03A2 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:298 F:18
						8495FE A6 28       LDX $28       [000028] A:0003 X:0E68 Y:03A2 S:0122 D:0000 DB:86 nvMxdizc V: 11 H:305 F:18
						849600 FC 1C 96    JSR ($961C,X) [84961C] A:0003 X:0000 Y:03A2 S:0122 D:0000 DB:86 nvMxdiZc V: 11 H:312 F:18

							84969C AD 1C 1F    LDA $1F1C     [861F1C] A:0003 X:0000 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 11 H:324 F:18
							84969F F0 11       BEQ $0011     [8496B2] A:0000 X:0000 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 11 H:330 F:18
							8496B2 A9 00       LDA #$00               A:0000 X:0000 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 11 H:335 F:18
							8496B4 60          RTS                    A:0000 X:0000 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 11 H:338 F:18

						849603 F0 11       BEQ $0011     [849616] A:0000 X:0000 Y:03A2 S:0122 D:0000 DB:86 nvMxdiZc V: 12 H:  8 F:18
						849616 A6 2C       LDX $2C       [00002C] A:0000 X:0000 Y:03A2 S:0122 D:0000 DB:86 nvMxdiZc V: 12 H: 12 F:18
						849618 20 08 93    JSR $9308     [849308] A:0000 X:0E68 Y:03A2 S:0122 D:0000 DB:86 nvMxdizc V: 12 H: 19 F:18

							849308 A5 14       LDA $14       [000014] A:0000 X:0E68 Y:03A2 S:0120 D:0000 DB:86 nvMxdizc V: 12 H: 29 F:18
							84930A F0 08       BEQ $0008     [849314] A:0000 X:0E68 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 12 H: 34 F:18
							849314 60          RTS                    A:0000 X:0E68 Y:03A2 S:0120 D:0000 DB:86 nvMxdiZc V: 12 H: 39 F:18

						84961B 60          RTS                    A:0000 X:0E68 Y:03A2 S:0122 D:0000 DB:86 nvMxdiZc V: 12 H: 49 F:18

					8492A9 C2 30       REP #$30               A:0000 X:0E68 Y:03A2 S:0124 D:0000 DB:86 nvMxdiZc V: 12 H: 59 F:18
					8492AB 60          RTS                    A:0000 X:0E68 Y:03A2 S:0124 D:0000 DB:86 nvmxdiZc V: 12 H: 63 F:18

				8491DB 2B          PLD                    A:0000 X:0E68 Y:03A2 S:0126 D:0000 DB:86 nvmxdiZc V: 12 H: 73 F:18
				8491DC 28          PLP                    A:0000 X:0E68 Y:03A2 S:0128 D:0E68 DB:86 nvmxdizc V: 12 H: 82 F:18
				8491DD 6B          RTL                    A:0000 X:0068 Y:00A2 S:0129 D:0E68 DB:86 NvMXdizc V: 12 H: 88 F:18

			88A0E7 A5 2B       LDA $2B       [000E93] A:0000 X:0068 Y:00A2 S:012C D:0E68 DB:86 NvMXdizc V: 12 H: 99 F:18
			88A0E9 29 03       AND #$03               A:0000 X:0068 Y:00A2 S:012C D:0E68 DB:86 nvMXdiZc V: 12 H:105 F:18
			88A0EB F0 12       BEQ $0012     [88A0FF] A:0000 X:0068 Y:00A2 S:012C D:0E68 DB:86 nvMXdiZc V: 12 H:108 F:18
			88A0FF C2 20       REP #$20               A:0000 X:0068 Y:00A2 S:012C D:0E68 DB:86 nvMXdiZc V: 12 H:113 F:18
			88A101 A9 D6 CF    LDA #$CFD6             A:0000 X:0068 Y:00A2 S:012C D:0E68 DB:86 nvmXdiZc V: 12 H:117 F:18
			88A104 85 20       STA $20       [000E88] A:CFD6 X:0068 Y:00A2 S:012C D:0E68 DB:86 NvmXdizc V: 12 H:122 F:18
			88A106 E2 20       SEP #$20               A:CFD6 X:0068 Y:00A2 S:012C D:0E68 DB:86 NvmXdizc V: 12 H:130 F:18
			88A108 22 03 9B 84 JSL $849B03   [849B03] A:CFD6 X:0068 Y:00A2 S:012C D:0E68 DB:86 NvMXdizc V: 12 H:145 F:18

				849B03 C2 10       REP #$10               A:CFD6 X:0068 Y:00A2 S:0129 D:0E68 DB:86 NvMXdizc V: 12 H:158 F:18
				849B05 A5 27       LDA $27       [000E8F] A:CFD6 X:0068 Y:00A2 S:0129 D:0E68 DB:86 NvMxdizc V: 12 H:163 F:18
				849B07 F0 70       BEQ $0070     [849B79] A:CF20 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 12 H:169 F:18
				849B09 A5 0E       LDA $0E       [000E76] A:CF20 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 12 H:172 F:18
				849B0B F0 31       BEQ $0031     [849B3E] A:CF01 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 12 H:179 F:18
				849B0D AD 0C 1F    LDA $1F0C     [861F0C] A:CF01 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 12 H:182 F:18
				849B10 D0 2C       BNE $002C     [849B3E] A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:188 F:18
				849B12 AD 32 0C    LDA $0C32     [860C32] A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:191 F:18
				849B15 D0 11       BNE $0011     [849B28] A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:198 F:18
				849B17 AD 30 0C    LDA $0C30     [860C30] A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:201 F:18
				849B1A D0 0C       BNE $000C     [849B28] A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:207 F:18
				849B1C A2 A8 0B    LDX #$0BA8             A:CF00 X:0068 Y:00A2 S:0129 D:0E68 DB:86 nvMxdiZc V: 12 H:210 F:18
				849B1F 22 0E 9C 84 JSL $849C0E   [849C0E] A:CF00 X:0BA8 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 12 H:215 F:18

					849C0E 5A          PHY                    A:CF00 X:0BA8 Y:00A2 S:0126 D:0E68 DB:86 nvMxdizc V: 12 H:228 F:18
					849C0F A4 20       LDY $20       [000E88] A:CF00 X:0BA8 Y:00A2 S:0124 D:0E68 DB:86 nvMxdizc V: 12 H:235 F:18
					849C11 D0 03       BNE $0003     [849C16] A:CF00 X:0BA8 Y:CFD6 S:0124 D:0E68 DB:86 NvMxdizc V: 12 H:244 F:18
					849C16 BC 20 00    LDY $0020,X   [860BC8] A:CF00 X:0BA8 Y:CFD6 S:0124 D:0E68 DB:86 NvMxdizc V: 12 H:248 F:18
					849C19 D0 03       BNE $0003     [849C1E] A:CF00 X:0BA8 Y:A552 S:0124 D:0E68 DB:86 NvMxdizc V: 12 H:258 F:18
					849C1E C2 20       REP #$20               A:CF00 X:0BA8 Y:A552 S:0124 D:0E68 DB:86 NvMxdizc V: 12 H:263 F:18
					849C20 DA          PHX                    A:CF00 X:0BA8 Y:A552 S:0124 D:0E68 DB:86 Nvmxdizc V: 12 H:267 F:18
					849C21 BD 05 00    LDA $0005,X   [860BAD] A:CF00 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 Nvmxdizc V: 12 H:274 F:18
					849C24 8D 04 00    STA $0004     [860004] A:1D20 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:284 F:18
					849C27 BD 08 00    LDA $0008,X   [860BB0] A:1D20 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:293 F:18
					849C2A 8D 06 00    STA $0006     [860006] A:03AF X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:303 F:18
					849C2D A5 05       LDA $05       [000E6D] A:03AF X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:311 F:18
					849C2F 8D 0C 00    STA $000C     [86000C] A:1D7E X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:320 F:18
					849C32 A5 08       LDA $08       [000E70] A:1D7E X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:327 F:18
					849C34 8D 0E 00    STA $000E     [86000E] A:03A2 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 12 H:336 F:18
					849C37 E2 20       SEP #$20               A:03A2 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvmxdizc V: 13 H:  4 F:18
					849C39 BD 11 00    LDA $0011,X   [860BB9] A:03A2 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 13 H:  9 F:18
					849C3C 8D 08 00    STA $0008     [860008] A:0362 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 13 H: 17 F:18
					849C3F A5 11       LDA $11       [000E79] A:0362 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 13 H: 23 F:18
					849C41 8D 09 00    STA $0009     [860009] A:0329 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 13 H: 30 F:18
					849C44 BC 20 00    LDY $0020,X   [860BC8] A:0329 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 13 H: 36 F:18
					849C47 A6 20       LDX $20       [000E88] A:0329 X:0BA8 Y:A552 S:0122 D:0E68 DB:86 NvMxdizc V: 13 H: 46 F:18
					849C49 0B          PHD                    A:0329 X:CFD6 Y:A552 S:0122 D:0E68 DB:86 NvMxdizc V: 13 H: 55 F:18
					849C4A F4 00 00    PEA $0000              A:0329 X:CFD6 Y:A552 S:0120 D:0E68 DB:86 NvMxdizc V: 13 H: 62 F:18
					849C4D 2B          PLD                    A:0329 X:CFD6 Y:A552 S:011E D:0E68 DB:86 NvMxdizc V: 13 H: 70 F:18
					849C4E BD 02 00    LDA $0002,X   [86CFD8] A:0329 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdiZc V: 13 H: 79 F:18
					849C51 18          CLC                    A:0318 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H: 86 F:18
					849C52 79 02 00    ADC $0002,Y   [86A554] A:0318 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H: 89 F:18
					849C55 85 00       STA $00       [000000] A:031E X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H: 97 F:18
					849C57 64 01       STZ $01       [000001] A:031E X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:102 F:18
					849C59 BD 03 00    LDA $0003,X   [86CFD9] A:031E X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:107 F:18
					849C5C 18          CLC                    A:0307 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:114 F:18
					849C5D 79 03 00    ADC $0003,Y   [86A555] A:0307 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:117 F:18
					849C60 85 02       STA $02       [000002] A:0315 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:125 F:18
					849C62 64 03       STZ $03       [000003] A:0315 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:130 F:18
					849C64 C2 21       REP #$21               A:0315 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:145 F:18
					849C66 B9 00 00    LDA $0000,Y   [86A552] A:0315 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:149 F:18
					849C69 29 FF 00    AND #$00FF             A:FF00 X:CFD6 Y:A552 S:0120 D:0000 DB:86 Nvmxdizc V: 13 H:158 F:18
					849C6C 89 80 00    BIT #$0080             A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdiZc V: 13 H:163 F:18
					849C6F F0 03       BEQ $0003     [849C74] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdiZc V: 13 H:167 F:18
					849C74 24 07       BIT $07       [000007] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdiZc V: 13 H:172 F:18
					849C76 50 04       BVC $0004     [849C7C] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdiZc V: 13 H:179 F:18
					849C78 49 FF FF    EOR #$FFFF             A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdiZc V: 13 H:182 F:18
					849C7B 1A          INC                    A:FFFF X:CFD6 Y:A552 S:0120 D:0000 DB:86 NVmxdizc V: 13 H:186 F:18
					849C7C 85 0A       STA $0A       [00000A] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdiZc V: 13 H:189 F:18
					849C7E 64 10       STZ $10       [000010] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdiZc V: 13 H:196 F:18
					849C80 BD 00 00    LDA $0000,X   [86CFD6] A:0000 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdiZc V: 13 H:203 F:18
					849C83 29 FF 00    AND #$00FF             A:FCE8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 NVmxdizc V: 13 H:212 F:18
					849C86 89 80 00    BIT #$0080             A:00E8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdizc V: 13 H:217 F:18
					849C89 F0 03       BEQ $0003     [849C8E] A:00E8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdizc V: 13 H:221 F:18
					849C8B 09 00 FF    ORA #$FF00             A:00E8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nVmxdizc V: 13 H:224 F:18
					849C8E 24 08       BIT $08       [000008] A:FFE8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 NVmxdizc V: 13 H:229 F:18
					849C90 50 04       BVC $0004     [849C96] A:FFE8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:236 F:18
					849C96 65 0C       ADC $0C       [00000C] A:FFE8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:240 F:18
					849C98 38          SEC                    A:1D66 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:247 F:18
					849C99 E5 04       SBC $04       [000004] A:1D66 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:250 F:18
					849C9B 38          SEC                    A:0046 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:257 F:18
					849C9C E5 0A       SBC $0A       [00000A] A:0046 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:260 F:18
					849C9E 10 06       BPL $0006     [849CA6] A:0046 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:267 F:18
					849CA6 85 04       STA $04       [000004] A:0046 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:272 F:18
					849CA8 A5 00       LDA $00       [000000] A:0046 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:279 F:18
					849CAA 38          SEC                    A:001E X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:286 F:18
					849CAB E5 04       SBC $04       [000004] A:001E X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizC V: 13 H:289 F:18
					849CAD 1A          INC                    A:FFD8 X:CFD6 Y:A552 S:0120 D:0000 DB:86 Nvmxdizc V: 13 H:296 F:18
					849CAE 85 04       STA $04       [000004] A:FFD9 X:CFD6 Y:A552 S:0120 D:0000 DB:86 Nvmxdizc V: 13 H:299 F:18
					849CB0 24 0F       BIT $0F       [00000F] A:FFD9 X:CFD6 Y:A552 S:0120 D:0000 DB:86 Nvmxdizc V: 13 H:306 F:18
					849CB2 30 04       BMI $0004     [849CB8] A:FFD9 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:313 F:18
					849CB4 49 FF FF    EOR #$FFFF             A:FFD9 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:316 F:18
					849CB7 1A          INC                    A:0026 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:320 F:18
					849CB8 85 00       STA $00       [000000] A:0027 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:323 F:18
					849CBA 90 45       BCC $0045     [849D01] A:0027 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:329 F:18
					849D01 E2 20       SEP #$20               A:0027 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvmxdizc V: 13 H:334 F:18
					849D03 2B          PLD                    A:0027 X:CFD6 Y:A552 S:0120 D:0000 DB:86 nvMxdizc V: 13 H:338 F:18
					849D04 FA          PLX                    A:0027 X:CFD6 Y:A552 S:0122 D:0E68 DB:86 nvMxdizc V: 14 H:  7 F:18
					849D05 7A          PLY                    A:0027 X:0BA8 Y:A552 S:0124 D:0E68 DB:86 nvMxdizc V: 14 H: 15 F:18
					849D06 6B          RTL                    A:0027 X:0BA8 Y:00A2 S:0126 D:0E68 DB:86 nvMxdizc V: 14 H: 24 F:18

				849B23 90 19       BCC $0019     [849B3E] A:0027 X:0BA8 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 14 H: 34 F:18
				849B3E E2 10       SEP #$10               A:0027 X:0BA8 Y:00A2 S:0129 D:0E68 DB:86 nvMxdizc V: 14 H: 39 F:18
				849B40 A9 00       LDA #$00               A:0027 X:00A8 Y:00A2 S:0129 D:0E68 DB:86 nvMXdizc V: 14 H: 43 F:18
				849B42 6B          RTL                    A:0000 X:00A8 Y:00A2 S:0129 D:0E68 DB:86 nvMXdiZc V: 14 H: 46 F:18

			88A10C 60          RTS                    A:0000 X:00A8 Y:00A2 S:012C D:0E68 DB:86 nvMXdiZc V: 14 H: 57 F:18

		889D7B AD CF 0B    LDA $0BCF     [860BCF] A:0000 X:00A8 Y:00A2 S:012E D:0E68 DB:86 nvMXdiZc V: 14 H: 67 F:18
		889D7E 29 7F       AND #$7F               A:0020 X:00A8 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H: 73 F:18
		889D80 D0 03       BNE $0003     [889D85] A:0020 X:00A8 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H: 76 F:18
		889D85 A9 0A       LDA #$0A               A:0020 X:00A8 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H: 81 F:18
		889D87 A6 35       LDX $35       [000E9D] A:000A X:00A8 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H: 84 F:18
		889D89 F0 02       BEQ $0002     [889D8D] A:000A X:0000 Y:00A2 S:012E D:0E68 DB:86 nvMXdiZc V: 14 H: 90 F:18
		889D8D 85 28       STA $28       [000E90] A:000A X:0000 Y:00A2 S:012E D:0E68 DB:86 nvMXdiZc V: 14 H: 95 F:18
		889D8F A5 17       LDA $17       [000E7F] A:000A X:0000 Y:00A2 S:012E D:0E68 DB:86 nvMXdiZc V: 14 H:101 F:18
		889D91 29 7F       AND #$7F               A:0097 X:0000 Y:00A2 S:012E D:0E68 DB:86 NvMXdizc V: 14 H:108 F:18
		889D93 AA          TAX                    A:0017 X:0000 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H:111 F:18
		889D94 BD 75 CF    LDA $CF75,X   [86CF8C] A:0017 X:0017 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H:114 F:18
		889D97 0A          ASL A                  A:0003 X:0017 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H:120 F:18
		889D98 0A          ASL A                  A:0006 X:0017 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H:123 F:18
		889D99 C2 20       REP #$20               A:000C X:0017 Y:00A2 S:012E D:0E68 DB:86 nvMXdizc V: 14 H:126 F:18
		889D9B 29 FF 00    AND #$00FF             A:000C X:0017 Y:00A2 S:012E D:0E68 DB:86 nvmXdizc V: 14 H:130 F:18
		889D9E 69 94 CF    ADC #$CF94             A:000C X:0017 Y:00A2 S:012E D:0E68 DB:86 nvmXdizc V: 14 H:145 F:18
		889DA1 85 20       STA $20       [000E88] A:CFA0 X:0017 Y:00A2 S:012E D:0E68 DB:86 NvmXdizc V: 14 H:149 F:18
		889DA3 E2 20       SEP #$20               A:CFA0 X:0017 Y:00A2 S:012E D:0E68 DB:86 NvmXdizc V: 14 H:158 F:18
		889DA5 22 43 9B 84 JSL $849B43   [849B43] A:CFA0 X:0017 Y:00A2 S:012E D:0E68 DB:86 NvMXdizc V: 14 H:162 F:18			JSL $849B43 --> Check if MMXShot exists, if there isn't return with A = #$00

			849B43 C2 10       REP #$10               A:CFA0 X:0017 Y:00A2 S:012B D:0E68 DB:86 NvMXdizc V: 14 H:176 F:18
